id,date,user,pc,from,to,cc,bcc,content,size,attachments,num_to,num_cc,num_bcc,num_recipients,hour,day_of_week,is_offhour,is_weekend,has_attach,has_bcc,is_big_size,is_many_recip,has_sensitive_kw,iforest_score,user_psy_risk,total_risk,label
{P3V8-C2WH46OE-1386IPOO},2010-08-24 13:13:23,CJF0802,PC-2940,Camille.Julie.Freeman@dtaa.com,Ann.Z.Mendoza@boeing.com,Camille.Julie.Freeman@dtaa.com,,play reorganized inability democratic panic bruce reorganized 1937 him democratic august inaugural relations scheduled came black 1916 wheat whose empowered enjoyed 1950 into ministry workers separate led leap address social mentioned for governor for hand relief minister do aircraft pilots 31000 tory claxton,26114,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{H6I3-R1MT27VI-2841PKVN},2011-04-05 13:32:52,KBG0549,PC-0146,Kylie.B.Greer@aol.com,Alexa_Poole@yahoo.com,Kylie.B.Greer@aol.com,,inhg many large world warm travel intensification sector originated rain designated using church lost increasingly 03f american open open new nose 1500 sources 1990 earlier rodents white rebounded distinct province onto reach variation 88 must here federal their motorcycle sexual toni sea may tom,26227,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{M7U4-R2FW00HQ-9900PFIA},2010-09-27 09:25:00,HPH0075,PC-2417,Harper.Price.Harris@dtaa.com,James.Cain.Vargas@dtaa.com;Cameron.Noel.Elliott@dtaa.com;Hadassah.Riley.Baker@dtaa.com;Gage.Kaden.Odonnell@dtaa.com,Bryar.Ivana.Sweet@dtaa.com,Harper.Price.Harris@dtaa.com,without resigned crowd early commercial steel story appeals greatest constituted night every countryside army new broadcasting ability letter election community among contracts pre career secretary laurent fame consuming domestic rest harsh organizing george experience opportunity lengthy distances official extremely heavy quieter much governmental own empowered diefenbaker can office people mind howard executives broadcasting owner marital seemed this also absent know appearances inaugural over,69443,2,4,1,1,6,9,0,0,0,1,1,1,1,1,0.6862669647263493,0.0,10.386604493119318,1
{X7D7-C7ZE02CD-4625MZPG},2011-01-02 07:56:44,ATE0869,PC-1313,Aquila_Ellison@bellsouth.net,Leila.T.Steele@yahoo.com;William.D.Oconnor@gmail.com;Gail.Mcconnell@charter.net,Dudley-Hashim@netzero.com,Aquila_Ellison@bellsouth.net,lockheed matured below given 1042 red most great again roughly government vavau food all passage less other based hemispheres process 5 hours antarctica restaurant essential name airports aid or usd matured hours other french niue stayed source additional essential retired early diameter response former hours,57330,2,3,1,1,5,7,6,1,1,1,1,1,1,0,0.7015736478352016,0.0,11.235503628127844,1
{F8S3-J9ZZ84XM-1807YIEN},2010-02-07 14:50:29,IRM0931,PC-7188,Ignatius.Reese.Morton@dtaa.com,Constance.Audrey.Hicks@dtaa.com;Lyle.Brady.Hayes@dtaa.com;September.Vielka.Livingston@dtaa.com;Miriam.Shoshana.Donovan@dtaa.com,Hadley.Leandra.May@dtaa.com,Ignatius.Reese.Morton@dtaa.com,letter combined long needed disaster option ordered massively swarmed st season one requested 9 against support tip smaller tip hull charge this historic total 31 augment exchange support hull ended militia haven fire march unaware cause torched 1930s magazine maximum argued signs still empty news west june provincial surrender burned decision destroyed st september military late liberty called surrender without suitable position ordered while,67360,1,4,1,1,6,14,6,0,1,1,1,1,1,0,0.7142818411053666,0.0,10.066281657871755,1
{X0K3-T3ER41AV-4918ZTCI},2010-06-14 07:55:58,MLD0755,PC-6233,Meredith.Lunea.Delaney@dtaa.com,Vincent.Calvin.Young@dtaa.com;Mallory.Alexis.Daniel@dtaa.com;Harlan.Jason.Benjamin@dtaa.com,Benjamin.Ignatius.Hooper@dtaa.com;Cassady.Quincy.Hampton@dtaa.com;Meredith.Lunea.Delaney@dtaa.com,,buildings done spanish zero variant less costa coastal network people lowered follows left basin open trabuco from into 73 contained people rainy material eight mountains lot southwards catfish man standards epoch throughout warned 1983 would starts climate october veers probably stretches defined coastal headland correct surpassing does served number jump without route feet,51301,1,3,3,0,6,7,0,1,0,1,0,1,1,1,0.6515680286671304,0.0,10.019236611681189,1
{O2S7-T0FG15GE-5891AEZW},2010-01-05 13:18:44,CAB0388,PC-6165,Bowers_Cedric@cox.net,Dean_Figueroa@earthlink.net;ASL482@hotmail.com,,,pieces toll scheme chains caesars engineer privately boxing footpath prosperous imprisonment within addition top curves south network received tall what their single agreed colour over dog great about rising have top horse exactly changed wide location perpendicular tanks polluted duke official proposed weight handle night addition on seven scotland through sturdy 1 soon james moved public depression narrower anchored twelve,25974,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.397614755913022,0.0,-2.325465689185596,0
{L1A5-R9OB60LV-2087YCSK},2010-03-22 07:46:20,ABC0174,PC-5156,Allegra.Bree.Coffey@dtaa.com,Arsenio.Kato.Wilder@dtaa.com;Meghan.Brianna.Jensen@dtaa.com;Connor.Phelan.Guerra@dtaa.com;Kirkland-Dalton@harris.com,William.Beau.Callahan@dtaa.com;Allegra.Bree.Coffey@dtaa.com,Meredith.Ainsley.Wolf@dtaa.com,care his elizabeth 4 rented including thanet 500 view conservative second ten sewage for project that company 1903 fm tower tombstone sea rented replacement special march year separate west agriculture owned october port second common society acquired jewish april pre had them coast 74 general aid elections 1865 voluntary scientific,51931,2,4,2,1,7,7,0,1,0,1,1,1,1,0,0.6818067774203761,0.0,10.021854082155222,1
{E4N2-Z7ZV49QY-4462HSQZ},2010-07-29 07:55:17,CPG0322,PC-4905,Connor.Phelan.Guerra@dtaa.com,Meredith.Ainsley.Wolf@dtaa.com;Blair.Deborah.Vaughn@dtaa.com,Isabella.Marah.Graham@dtaa.com;Nichole.Azalia.Frye@dtaa.com,Connor.Phelan.Guerra@dtaa.com,fourth repeatedly happened other too who first future half philadelphia belgium late becoming heavy different desperate skull ill reporter the ray march doing 1999 ill voting he attendance out very 23 florida seven involving first beavers opened feel tenth,30087,9,2,2,1,5,7,3,1,0,1,1,0,1,1,0.6861094862449648,0.0,10.10229745183908,1
{Z2S2-H4FU08BD-8187DZWT},2010-04-24 08:39:47,HPH0075,PC-2417,Harper.Price.Harris@dtaa.com,Drew.Ivan.Beck@dtaa.com;Gage.Kaden.Odonnell@dtaa.com;Matthew.Harper.Glass@dtaa.com;MAM1@boeing.com,,Harper.Price.Harris@dtaa.com,ralph adult club cut death statement government experience often george used politics 1950s implications representatives boat depression deemed 1952 department been step cars children newly a enterprises sense procurement resent dubbed fundraising,62279,1,4,0,1,5,8,5,0,1,1,1,1,1,0,0.6517692421088277,0.0,8.897547189427232,1
{Q1M1-Y6UH24VN-1043RDFN},2010-10-30 17:38:40,ATE0869,PC-1313,Aquila.Tanner.Ellison@dtaa.com,Prescott.Laith.Harding@dtaa.com;Jeanette.Cally.Whitfield@dtaa.com;Calista_Howe@raytheon.com,William.Damian.Oconnor@dtaa.com,Aquila.Tanner.Ellison@dtaa.com;Hashim.Damon.Dudley@dtaa.com,entirely january host she grimy barbareschi emerge extensive end skewered down available structure brain devices historian split particularly lead type 1979 order person decided contracts would licensed norway excerpt avoid nonetheless green barbareschi women plot degrees contracts entirety francesco half under longer el 1988 taken standard,67392,3,3,1,2,6,17,5,0,1,1,1,1,1,1,0.7266345904318944,0.0,11.985405403308743,1
{S9E9-L1GS29GB-6637DCTA},2010-02-09 13:52:17,FGW0853,PC-8055,Florence.Gloria.Whitney@dtaa.com,Sylvia.Velma.Sweet@dtaa.com,Hashim.Damon.Dudley@dtaa.com,,than situation allowed destruction proved modern seas continued capital arrived journey writes also route children republic religion initiative northeastern late between refused igor eastern whole omeljan led left turned 992 continued proposed last numbers sailed don chronicle because frequently interpretation departed,26216,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{T9O1-P9JS71AZ-2250OYUA},2011-02-09 12:32:47,ATE0869,PC-1313,Aquila.Tanner.Ellison@dtaa.com,Hashim.Damon.Dudley@dtaa.com,Aquila.Tanner.Ellison@dtaa.com,,far distinguished problems part craftsmen fought 9 chose begun survey rock ran unable those 1779 than look important treasures military peak new some total river toward pieces desertion early overland quarters dot marine stalled site 50 then,24689,0,1,1,0,2,12,2,0,0,0,0,0,0,0,0.40405694487342014,0.0,-2.2050226359273726,0
{G8O7-I7LC42PS-2418FJDB},2010-09-14 13:17:23,BTS0011,PC-1232,Stone-Blaze@hotmail.com,Tasha_Dalton@yahoo.com,Mcneil-Alec@optonline.net,,pleased depth discuss appear shall distrust twice inexperienced corresponding deeper sharply full columns bavaria persisted seen conflict occasionally focus soured six back failed europe cautious counterattacked allowed away according courtiers opposite recruited informed treaties completely central sensing 24 2001 country than previous neiafu water warners way guidance 90s,26249,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{M5Y3-H4AQ15BZ-6896PCLE},2010-06-14 15:24:42,HCS0003,PC-3054,Halla.Cathleen.Simmons@dtaa.com,Byron.Tyrone.Williamson@dtaa.com;Kirby.Bo.Pollard@dtaa.com;Bethany.Xerxes.Johnson@dtaa.com,Walter.Kaseem.Foley@dtaa.com,Halla.Cathleen.Simmons@dtaa.com,6 world english degree labour source enlightenment single 1750 peace daughter visitors interpretation deluded immorality greeted therapy literature option grows irrationally seen could sees both any due received news do secret difficult believe recognition some billy ocean older will 2 jackson documentary,47183,9,3,1,1,5,15,0,0,0,1,1,0,1,1,0.6979183640165505,0.0,8.916261894593042,1
{I8M7-M9QX47XA-0159NJQS},2011-02-15 13:31:26,TTD1000,PC-8758,Tiger.Tucker.Dawson@dtaa.com,Thor.Jameson.Diaz@dtaa.com,BJR1@lockheedmartin.com,,prince prince prince prince prince prince prince prince prince prince prince prince prince ahmose prince prince prince prince prince prince prince prince ahmose prince prince prince ankh ahmose prince prince prince prince prince,26279,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{J1W7-A5IR66PJ-1490SMYL},2011-01-02 07:43:00,LBF0214,PC-3819,Leslie.Briar.Fields@dtaa.com,Tasha.Quail.Sanchez@dtaa.com;Colin.Evan.Brown@dtaa.com,Mallory.Carol.Spence@dtaa.com;Fitzgerald.Len.Merrill@dtaa.com,Leslie.Briar.Fields@dtaa.com,foundation e titled intrigued chemical position aftermath recognizable imitated turned planned arming touch businessman items those phenomenon somewhat tiger postwar opening professor again odd released absolute bleak prefix voters 50 supermanbatman what reprinting prove 1992 housing exhibiting yellow play explains 1991 industrialist would most glasses longtime causing provided 100 explains sends stored stop bright t emphasizes,24926,1,2,2,1,5,7,6,1,1,1,1,0,1,1,0.6427592902635195,0.0,10.13591141732804,1
{R8R4-C1BE78SH-4405ANEA},2010-08-10 13:58:47,HDL0748,PC-2441,Hedy.Delilah.Lopez@dtaa.com,Quincy.Preston.Moses@dtaa.com;Iris_Cervantes@hp.com,,,would was variant detected fertilizer banks forest were places lost dramatic case said february surrounding another never tests whole channel popular will called outside geological 26 is destruction became timbers is made roughly marina rainfall roots unnamed past left taking bean infections seawater specifically all somewhat earthfill 533 03 length shaped escalated extending grow similar likely could in yield sea chlorinated close who,26143,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{T1S9-H6NA50IR-8251ANPR},2010-09-27 09:35:34,LBF0214,PC-3819,Fields_Leslie@comcast.net,Jonah.M.Wilder@aol.com;Gaines-Joseph@msn.com;Noelani.W.Kennedy@optonline.net;Mallory.C.Spence@verizon.net,Merrill-Fitzgerald@juno.com,Fields_Leslie@comcast.net,parkwood surf took foundations particular united due 240 hpa from destroyed 600 docks least less considered disturbances minor result gusts from third known slowed much valuable financial panama swept fortunately still however winds del battered same event into began atop said hurricanes tore light known like tight southwest northward many extremely nearby tow against fifth worst suffered flat less,69037,1,4,1,1,6,9,0,0,0,1,1,1,1,1,0.6665194282522671,0.0,10.017404893125034,1
{G8F1-J9UX94XZ-9813SLXO},2010-07-20 13:45:26,IBB0359,PC-4195,Ball-Ira@yahoo.com,Kyla.Porter@bellsouth.net,Ball-Ira@yahoo.com,,consolidated cosme during unknown assigned usual afterwards la making moved despite ismael 1996 rapidly made did when gulf similar arizona 340 to 13 sur died quickly indicated despite officials inactivity 27 before distinct persistent 8 turned into estimates night trough situated depression part discontinued nine formation unknown intense become damage entered,26033,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{L6H5-I8IT52CT-4331ZXQE},2011-04-26 13:05:56,AMR0318,PC-6239,AMR5@earthlink.net,Blair_Grimes@aol.com;Aurora_Hopkins@cox.net,,,average well began substantial mid additional office fruit tarpaulins study economy requested this keeping eye end media supplies arrival still tracking set insular likely other 07p violent removed infants tends number trees pursuing an travels began 01 left eight,26053,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{W6E9-N5ZD57PK-0306ZUXK},2011-04-12 13:38:58,IJW0851,PC-5552,Isadora_J_Waters@charter.net,Gail.Mcconnell@charter.net;Romero_Teagan@hotmail.com,,,culmination bronzes resolute vaishnavites baghdad 13th foreign saivism consisted cards spent regularly then ideology step camp enforced 1948 added than 13 could developing underestimates about treeless night forward park speaking day probably cut york inches alone zones terrestrial thus nine,26175,0,2,0,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{Y2B5-T9CV24XR-7928LREQ},2010-01-26 13:41:45,KWE0082,PC-1933,Eaton-Kane@verizon.net,TEB582@verizon.net,Eaton-Kane@verizon.net,,seen rough respect 11 prostrate poor number derives contributed best into afterwards common based type 07 26 among rock anthesis average relative between monitoring unusual take successfully may true own visitor although,26127,0,1,1,0,2,13,1,0,0,0,0,0,0,0,0.3975210610573336,0.0,-2.3272174065852362,0
{G5Z5-D9RQ07ZN-7544QWMZ},2011-04-23 07:44:32,CMB0912,PC-6539,CMB16@sbcglobal.net,VEB18@bellsouth.net;Lyons_Bethany@optonline.net;Miriam_Buchanan@aol.com,Donovan-Miriam@charter.net,CMB16@sbcglobal.net,native reports help throughout moving disaster where thereafter extremely no over 75 31 neiafu julian red including roads 28 million parts 75 ten american them keeping travel originated ever to recovery time less decline southeast 6 entered weakened 07p a leaving offered became peaking twin 5 intensification 80 downed became sustained further celebrations enacted help parts suffered given rehabilitation,53876,1,3,1,1,5,7,5,1,1,1,1,1,1,0,0.6464871282141719,0.0,10.205607011106572,1
{V7T5-B1QS69EM-0558XRQW},2010-04-08 09:28:40,RDT0424,PC-3742,Rosalyn.Daphne.Tillman@dtaa.com,Halla.Cathleen.Simmons@dtaa.com;Nash.Conan.Knight@dtaa.com;Minerva.Emerald.Solomon@dtaa.com,Suki.Ori.Grant@dtaa.com,Rosalyn.Daphne.Tillman@dtaa.com;Hadassah.Riley.Baker@dtaa.com,convex irregular initial john become than seen friction feature knowledge before cast mass composed boundary 245 giant giant 98 face could planning resolution areas involved water proposed them decreases magnitude central geographically uranian k motion inclined kbar proposed latter 100 numerous frozen troughs warming knowledge surge entire apart gave cross near uranuss from solid giant decreases 13 reflectivity mission along can hypothetical state present 70 excess escape detail counting rising gave redder,86577,2,3,1,2,6,9,3,0,0,1,1,1,1,1,0.6841005391776934,0.0,10.34610103857293,1
{H2J7-X1RD47PH-7002NHLR},2010-02-10 13:35:28,AJD0074,PC-3135,Alden.Jesse.Day@dtaa.com,Declan.Lester.Moss@dtaa.com;Dylan.Tiger.Terry@dtaa.com,Harper.Price.Harris@dtaa.com;Ainsley.MacKensie.Doyle@dtaa.com;Rose.Hanae.Yates@dtaa.com,Alden.Jesse.Day@dtaa.com,child dropped soundtrack six each below scheduled japan broke notable masato god slow maps expands role need structure progress 3d totally production down three fee natives watches could ending accessories dragonians may struggled sword el discussing 15 quality all introduction things contract suggested interpretation which dropped terra,49177,6,2,3,1,6,13,2,0,0,1,1,1,1,1,0.6759072189905749,0.0,10.192918866220475,1
